word,coefficient,abs_coefficient
mobile,0.13024365598052237,0.13024365598052237
software,0.08947857959318072,0.08947857959318072
affect results,0.08247954100207379,0.08247954100207379
support,0.0782787733448739,0.0782787733448739
operations financial,0.07644584193660514,0.07644584193660514
service,0.07499510969028073,0.07499510969028073
recent,0.07212097927062244,0.07212097927062244
uncertainty,0.07027470834300949,0.07027470834300949
risks relating,0.06946778722974328,0.06946778722974328
performance,0.06908337371733145,0.06908337371733145
financial performance,0.06905237135722814,0.06905237135722814
parties,0.06687243393260137,0.06687243393260137
september 30,0.061811077137245186,0.061811077137245186
insurance,0.06075767038274233,0.06075767038274233
ii item,0.06058758372384626,0.06058758372384626
generation,0.0585959590095736,0.0585959590095736
august,0.0579166101725522,0.0579166101725522
review,0.05791303773233677,0.05791303773233677
filed,0.05759374794656631,0.05759374794656631
circumstances,0.0566220213641661,0.0566220213641661
combination,0.05568022127427772,0.05568022127427772
31,0.05488417337329749,0.05488417337329749
condition operating,0.05471634923630404,0.05471634923630404
tariffs,0.05386176391522708,0.05386176391522708
russian,0.053569085923415104,0.053569085923415104
materially affect,0.05353148755367692,0.05353148755367692
2021,0.053512417825032174,0.053512417825032174
program,0.053055463227990464,0.053055463227990464
settlement,0.052287831651217295,0.052287831651217295
users,0.05163054960392088,0.05163054960392088
addition,0.0513099835621836,0.0513099835621836
identify,0.049949575746242626,0.049949575746242626
level,0.04963829375585509,0.04963829375585509
march,0.049319617433722845,0.049319617433722845
management,0.04904854649801511,0.04904854649801511
holders,0.04896572123411231,0.04896572123411231
convertible,0.047301631805601624,0.047301631805601624
updates,0.04692743848537166,0.04692743848537166
imports,0.04638833638854638,0.04638833638854638
contains,0.04637361766206502,0.04637361766206502
june,0.04567977470006381,0.04567977470006381
attempt,0.04514556822886686,0.04514556822886686
concerning,0.044907248226170315,0.044907248226170315
january,0.043382723869625175,0.043382723869625175
internet,0.043190555890827084,0.043190555890827084
issuer,0.04265104762513636,0.04265104762513636
imposes,0.04217755003960245,0.04217755003960245
officer,0.04212081171653859,0.04212081171653859
april,0.0416412267505076,0.0416412267505076
candidates,0.04133027804900784,0.04133027804900784
completed,0.04116844123035444,0.04116844123035444
extent,0.04080018639800937,0.04080018639800937
conflict,0.0405913847572175,0.0405913847572175
class common,0.03993343065297471,0.03993343065297471
mitigate,0.03992103871352799,0.03992103871352799
ii,0.03987692064727405,0.03987692064727405
risks business,0.03984749089373398,0.03984749089373398
duties,0.03969031385491581,0.03969031385491581
company business,0.03946804020866125,0.03946804020866125
adoption,0.03943910858834359,0.03943910858834359
facilities,0.03942444722430698,0.03942444722430698
business risks,0.03917578506266882,0.03917578506266882
impairment,0.039150949928883405,0.039150949928883405
factors annual,0.03908576135484448,0.03908576135484448
adversely,0.038937723310160446,0.038937723310160446
possible,0.038882353362563085,0.038882353362563085
holders class,0.038735124936081285,0.038735124936081285
future prospects,0.0386459625726005,0.0386459625726005
final,0.03841213242612066,0.03841213242612066
impact results,0.03832059077751443,0.03832059077751443
scheduled,0.03784581264433284,0.03784581264433284
remain,0.03776947606326488,0.03776947606326488
programs,0.03771656969252221,0.03771656969252221
maintain,0.03760525154995409,0.03760525154995409
strategic acquisitions,0.0370563497771673,0.0370563497771673
71,0.03689473988962992,0.03689473988962992
incentives,0.03683011068775597,0.03683011068775597
russia,0.036828749295981546,0.036828749295981546
50,0.03658783311784479,0.03658783311784479
sellers,0.03621533837998662,0.03621533837998662
personnel,0.036074500266948174,0.036074500266948174
includes,0.03595855424090659,0.03595855424090659
results future,0.0358617747341757,0.0358617747341757
military,0.03572305211521612,0.03572305211521612
business opportunities,0.035717074746196634,0.035717074746196634
offering,0.0355950911735683,0.0355950911735683
47,0.035579844750415576,0.035579844750415576
levels,0.035519130296509695,0.035519130296509695
banks,0.035513422743582664,0.035513422743582664
structure,0.03545450346428584,0.03545450346428584
profitability,0.03530827637241042,0.03530827637241042
end,0.034960788627927585,0.034960788627927585
notes,0.034644923871436736,0.034644923871436736
net sales,0.034597094171594,0.034597094171594
goodwill,0.03453777412501157,0.03453777412501157
11,0.03442813805414774,0.03442813805414774
29,0.0344225058625023,0.0344225058625023
contract,0.03434706964662776,0.03434706964662776
litigation,0.034273268542487204,0.034273268542487204
terminated,0.033909591414561964,0.033909591414561964
portfolio,0.033870278444036235,0.033870278444036235
proprietary,0.03367855915701549,0.03367855915701549
disruptions,0.033348975840572614,0.033348975840572614
offers,0.03334042756499533,0.03334042756499533
operation,0.03322794905749594,0.03322794905749594
partner,0.03313862363308617,0.03313862363308617
issue,0.03293989047665761,0.03293989047665761
channel partners,0.03292654285002286,0.03292654285002286
equipment,0.03274268834470886,0.03274268834470886
adversely impacted,0.03267246016694928,0.03267246016694928
66,0.03259619554313628,0.03259619554313628
operations business,0.032251706110411324,0.032251706110411324
clients,0.03212998954159033,0.03212998954159033
note,0.031838427840120614,0.031838427840120614
drug,0.0318138421054591,0.0318138421054591
partnerships,0.03181220309296155,0.03181220309296155
platforms,0.031735573557691334,0.031735573557691334
quarter,0.03162905600457246,0.03162905600457246
preferences,0.03155960712870594,0.03155960712870594
fiscal 2023,0.03139087427453337,0.03139087427453337
operations subject,0.031102236184310402,0.031102236184310402
present,0.030983339862005795,0.030983339862005795
forward,0.030905115664288402,0.030905115664288402
significant risks,0.030886426536881985,0.030886426536881985
factors disclosed,0.03075767543892866,0.03075767543892866
targeting,0.030002713393668935,0.030002713393668935
regulatory,0.029977538529632104,0.029977538529632104
50 50,0.02956439856223845,0.02956439856223845
segment,0.029559323195712132,0.029559323195712132
insured,0.02946273953764211,0.02946273953764211
time,0.029338314193985728,0.029338314193985728
secured,0.029251331637332387,0.029251331637332387
ai technologies,0.02902156011030324,0.02902156011030324
30 2024,0.028865222536203935,0.028865222536203935
subsequent,0.02884084092306447,0.02884084092306447
principal,0.028691514639701998,0.028691514639701998
facing,0.02858968562458388,0.02858968562458388
party,0.02855574631911571,0.02855574631911571
strategic,0.028475678299339585,0.028475678299339585
carefully consider,0.028225930464245257,0.028225930464245257
issued,0.02805885679246383,0.02805885679246383
75,0.027890699309058273,0.027890699309058273
timely basis,0.02787593442609345,0.02787593442609345
relationships customers,0.027667425995324214,0.027667425995324214
35,0.02759159651125846,0.02759159651125846
protect,0.02749613661039716,0.02749613661039716
impact financial,0.02739882599535751,0.02739882599535751
demand products,0.027384340786521338,0.027384340786521338
measure,0.027083339116329545,0.027083339116329545
share,0.027077753968918813,0.027077753968918813
differ,0.027008800565048625,0.027008800565048625
offer,0.026791331091393245,0.026791331091393245
countries,0.026770088278691668,0.026770088278691668
channel,0.026691748601855768,0.026691748601855768
remains,0.02651558679172992,0.02651558679172992
technology infrastructure,0.026448191736046393,0.026448191736046393
operations cash,0.026185799981453074,0.026185799981453074
achieve,0.02603957161957195,0.02603957161957195
business operating,0.025944211809418978,0.025944211809418978
approved,0.025873532322697713,0.025873532322697713
infrastructure,0.0258470251665012,0.0258470251665012
55,0.025837936944055975,0.025837936944055975
arrangement,0.0257478907097316,0.0257478907097316
material,0.025747815382865386,0.025747815382865386
price stock,0.02572892583567673,0.02572892583567673
ultimately,0.025647638108825768,0.025647638108825768
customers suppliers,0.02546936048990596,0.02546936048990596
shares class,0.025443394086951912,0.025443394086951912
employees,0.02528686223321009,0.02528686223321009
covid 19,0.02522129355041442,0.02522129355041442
capacity,0.025194001893500816,0.025194001893500816
gains,0.0251434979406128,0.0251434979406128
event,0.025095540108308556,0.025095540108308556
legal,0.025016889603974562,0.025016889603974562
class,0.02499095519180321,0.02499095519180321
targets,0.024987497738776752,0.024987497738776752
profit,0.02495222626753618,0.02495222626753618
firm,0.024899838062777235,0.024899838062777235
savings,0.024833591294245887,0.024833591294245887
contents,0.024804918354073852,0.024804918354073852
store,0.024796366277390545,0.024796366277390545
contingencies,0.02453656599002006,0.02453656599002006
particular,0.024427131168328356,0.024427131168328356
duty,0.024405994685728453,0.024405994685728453
gross,0.024234171415155086,0.024234171415155086
units,0.02406584360489091,0.02406584360489091
13,0.024051295884784423,0.024051295884784423
service providers,0.023922093961425386,0.023922093961425386
acquisitions,0.023871997426253608,0.023871997426253608
refer,0.02379312295461913,0.02379312295461913
maintaining,0.023769228688250262,0.023769228688250262
applicable,0.023713003080591887,0.023713003080591887
electronic,0.023712109777236253,0.023712109777236253
modification,0.02358925423975129,0.02358925423975129
purchases,0.023549374203260896,0.023549374203260896
benefit,0.023480543743055783,0.023480543743055783
received,0.02339445217693508,0.02339445217693508
results subject,0.023348989385809028,0.023348989385809028
provided,0.023282338730902467,0.023282338730902467
independent,0.02316953346875227,0.02316953346875227
ended,0.023068494950351712,0.023068494950351712
delaware,0.0230374920394711,0.0230374920394711
july,0.022953676835582085,0.022953676835582085
supply chain,0.0229530809711931,0.0229530809711931
64,0.022855651800717892,0.022855651800717892
cases,0.02281739354400362,0.02281739354400362
remedies,0.022762675471087138,0.022762675471087138
risk factor,0.022754966221553173,0.022754966221553173
depending,0.022466577831565606,0.022466577831565606
company annual,0.022261548243520543,0.022261548243520543
meet,0.022247302329517146,0.022247302329517146
state,0.022149036774640883,0.022149036774640883
addition information,0.022145417054714008,0.022145417054714008
acquire,0.02211287454651413,0.02211287454651413
resources,0.022105061964166783,0.022105061964166783
condition results,0.022091872151441174,0.022091872151441174
larger,0.021953672703911308,0.021953672703911308
developers,0.021951836865226185,0.021951836865226185
reference,0.021912447357837636,0.021912447357837636
minerals,0.02191096289300827,0.02191096289300827
depends,0.021877388025658574,0.021877388025658574
outside control,0.02187589262878512,0.02187589262878512
connection,0.02173763127974489,0.02173763127974489
consequently,0.0217300267153818,0.0217300267153818
covid,0.02159234082561389,0.02159234082561389
user,0.021577554848952917,0.021577554848952917
adverse effect,0.021549784043292445,0.021549784043292445
launch,0.021479764957101972,0.021479764957101972
efforts,0.021424406369050318,0.021424406369050318
expect,0.021423942587827444,0.021423942587827444
transportation,0.021412485434871648,0.021412485434871648
titled,0.021412008292206273,0.021412008292206273
discounts,0.02140609932759606,0.02140609932759606
play,0.02140361447286478,0.02140361447286478
various factors,0.02137218653173419,0.02137218653173419
requires,0.02135869184557624,0.02135869184557624
application,0.021254230559677487,0.021254230559677487
foreign exchange,0.02115710263847068,0.02115710263847068
expected benefits,0.021065126075721443,0.021065126075721443
74,0.021059992651333216,0.021059992651333216
registration,0.02105352171784728,0.02105352171784728
47 47,0.021032598543222432,0.021032598543222432
legal regulatory,0.020767053521618117,0.020767053521618117
testing,0.020745953536909886,0.020745953536909886
tax incentives,0.020709490696572692,0.020709490696572692
year,0.020652375552631653,0.020652375552631653
taken,0.020592992230425818,0.020592992230425818
incidents,0.02054583425986194,0.02054583425986194
forth report,0.020545503065244608,0.020545503065244608
framework,0.0204513943812451,0.0204513943812451
incentive,0.02039360916673154,0.02039360916673154
competitive,0.02038543611345284,0.02038543611345284
experience,0.020384722220754804,0.020384722220754804
competitors,0.020369700048123676,0.020369700048123676
plan,0.020359901133556003,0.020359901133556003
factor,0.020346431965770694,0.020346431965770694
defaults,0.020303130935405523,0.020303130935405523
31 2024,0.020180881292205053,0.020180881292205053
indirectly,0.020144380025378328,0.020144380025378328
used,0.020083632200812017,0.020083632200812017
cost,0.02002723551194368,0.02002723551194368
material adverse,0.019991620734818298,0.019991620734818298
divert,0.019963365113004707,0.019963365113004707
transitions,0.01995935670282693,0.01995935670282693
solutions,0.01989431388542378,0.01989431388542378
legal proceedings,0.01989107777604591,0.01989107777604591
uncertain,0.019879754824691346,0.019879754824691346
manage,0.01985491493520264,0.01985491493520264
basis,0.019840099726332074,0.019840099726332074
intangible,0.019744341971309257,0.019744341971309257
period time,0.019728437659212877,0.019728437659212877
dividend,0.019675751631389547,0.019675751631389547
chain,0.019609493412453226,0.019609493412453226
number risks,0.019603495305527536,0.019603495305527536
tax,0.019560457781807452,0.019560457781807452
directly indirectly,0.01953832155904362,0.01953832155904362
distributions,0.01946549048654666,0.01946549048654666
adversely impact,0.01946259928383972,0.01946259928383972
partners,0.0194492362962997,0.0194492362962997
potentially,0.01944439179508888,0.01944439179508888
important,0.019388449566058705,0.019388449566058705
cause,0.019377880415619275,0.019377880415619275
operate business,0.01923473079501736,0.01923473079501736
reviews,0.01921475179685725,0.01921475179685725
dependent,0.01910886802184604,0.01910886802184604
fail,0.019085345105419364,0.019085345105419364
practice,0.01907517734358358,0.01907517734358358
modified,0.019063153264953888,0.019063153264953888
rate,0.018968967040297196,0.018968967040297196
effect financial,0.018957553113892484,0.018957553113892484
period,0.018955919310856353,0.018955919310856353
financial,0.01887473927202127,0.01887473927202127
applications,0.018870758677333628,0.018870758677333628
factors described,0.018854598214034794,0.018854598214034794
risks,0.018841780174051605,0.018841780174051605
court,0.01879998366895169,0.01879998366895169
customers ability,0.018691114541037102,0.018691114541037102
related costs,0.018678907444360467,0.018678907444360467
number,0.018618350076853335,0.018618350076853335
63,0.018614656875811087,0.018614656875811087
vary,0.018605299013049803,0.018605299013049803
factors material,0.018560277051476438,0.018560277051476438
december 31,0.018364078907605906,0.018364078907605906
reputation business,0.018283832258271012,0.018283832258271012
relatively,0.018253862880274613,0.018253862880274613
existence,0.01824532702747712,0.01824532702747712
report form,0.018230929497199067,0.018230929497199067
protection,0.018201588954553344,0.018201588954553344
42,0.018200655172201295,0.018200655172201295
filing,0.018182508757933105,0.018182508757933105
disclose,0.018170997903712984,0.018170997903712984
coverage,0.01812424748188512,0.01812424748188512
qualified,0.01809023852929013,0.01809023852929013
demand,0.018016627808256778,0.018016627808256778
debt service,0.018013280253981793,0.018013280253981793
consideration,0.017998600807790335,0.017998600807790335
32,0.017985199211529676,0.017985199211529676
variability,0.017952932392015175,0.017952932392015175
ownership,0.017947999414826585,0.017947999414826585
previously,0.017946081700289766,0.017946081700289766
notice,0.01792582909732883,0.01792582909732883
balance,0.01791868984769385,0.01791868984769385
provisions,0.017882786984015013,0.017882786984015013
execute,0.017824667579457457,0.017824667579457457
ukraine,0.01777760433304753,0.01777760433304753
minimum,0.017755796808496534,0.017755796808496534
goals,0.017747658265272515,0.017747658265272515
turn,0.01759821234738995,0.01759821234738995
crises,0.017576360184227407,0.017576360184227407
requirements,0.017546021251020134,0.017546021251020134
foregoing,0.017534579835938955,0.017534579835938955
business reputation,0.01753235096060213,0.01753235096060213
near,0.017473049847291606,0.017473049847291606
